Time_s,Ground_Truth_Roll_deg,Ground_Truth_Pitch_deg,VQF_Roll_deg,VQF_Pitch_deg,Adaptive_EKF_Roll_deg,Adaptive_EKF_Pitch_deg,VQF_Roll_Error_deg,VQF_Pitch_Error_deg,Adaptive_EKF_Roll_Error_deg,Adaptive_EKF_Pitch_Error_deg
0.0,,,2.1968873256579604,0.2783481306428663,-0.10766452856476673,-2.2060969947388647,,,,
0.0035124692658939235,,,2.2284161869708625,0.488845976289306,-0.03633111843497059,-0.875307064141964,,,,
0.007024938531787847,,,2.1384184413953538,0.48456718649615227,-0.014728537213777487,-0.545443839569677,,,,
0.01053740779768177,,,2.0974082656400688,0.3049900518858011,-0.0020723226007197094,-0.3956802876660566,,,,
0.014049877063575694,,,2.061865470773192,0.21591066452970298,0.007349269314950336,-0.3099822625565186,,,,
0.017562346329469618,,,2.1233736712412425,0.22121618292270906,0.015257103514761196,-0.25444395063257513,,,,
0.02107481559536354,,,2.1397916698467183,0.22879051598871566,0.022361047028256118,-0.21557653526286166,,,,
0.024587284861257466,,,2.135312332169066,0.2656310766884953,0.029014975520157405,-0.18689801664262293,,,,
0.028099754127151388,,,2.144690660219364,0.2884102535075591,0.03535257145062577,-0.16490221344045902,,,,
0.03161222339304531,,,2.178583182711276,0.22848803616669158,0.041346915272182476,-0.14752365874213466,,,,
0.035124692658939236,,,2.1647584051822206,0.2606109082809083,0.04700289296990298,-0.13340021187414813,,,,
0.03863716192483316,,,2.157180290139532,0.24274847454647863,0.0524393554781578,-0.12158317436141461,,,,
0.04214963119072708,,,2.1597435926422146,0.2565182471250146,0.057809873711747825,-0.11146877628558224,,,,
0.045662100456621,,,2.135586167186602,0.2395790185108288,0.06320479824926918,-0.1026910470522609,,,,
0.04917456972251493,,,2.122719008028245,0.23835656534756183,0.06860982548651291,-0.09500509437751901,,,,
0.05268703898840885,,,2.1051079295218393,0.22840165029326706,0.07395651253814912,-0.08825369746126008,,,,
0.056199508254302775,,,2.1095303629926256,0.20445451236642753,0.07922514465485478,-0.08233525981921674,,,,
0.0597119775201967,,,2.1277224215505157,0.21627189843563643,0.08444098861209227,-0.07715226744942619,,,,
