Time_s,Acc_Norm_g,Ground_Truth_Roll_deg,Ground_Truth_Pitch_deg,Ground_Truth_Yaw_deg,Adaptive_EKF_Roll_deg,Adaptive_EKF_Pitch_deg,Adaptive_EKF_Yaw_deg,Basic_EKF_Roll_deg,Basic_EKF_Pitch_deg,Basic_EKF_Yaw_deg
0.0,0.9948639621425006,,,,-0.19702350603673432,-1.1905916200091085,1.3494191246585487,-0.19905757351938988,-1.1890041760053083,1.34379842031176
0.0035124692658939235,1.0188072551553007,,,,-0.07410826196821341,-0.4725384271880851,1.3456178330474846,-0.07589345272226204,-0.4727719718228348,1.339484676270227
0.007024938531787847,0.9958426556008174,,,,-0.04107250066863888,-0.29476379476263803,1.3445517469120594,-0.0432279876831339,-0.2958078919755956,1.3385821147708659
0.01053740779768177,0.9919971372749011,,,,-0.024140936053350517,-0.21431639998350369,1.3432126682199026,-0.02590131601144196,-0.2163456421203532,1.337692326514589
0.014049877063575694,1.0028355601980348,,,,-0.012963180814404824,-0.16857052808091988,1.3415290605755084,-0.014358639622536619,-0.17129594766091202,1.3357950461021872
0.017562346329469618,1.0012771165734586,,,,-0.004596725263405138,-0.13912774018199936,1.3337606162250455,-0.006068533769170092,-0.14186358621938205,1.327979011985427
0.02107481559536354,1.0045382009813768,,,,0.0021639989101550645,-0.11867679534862985,1.3200670783265065,0.0011996474303018593,-0.12208998036161915,1.3142384820116633
0.024587284861257466,0.9988517677424095,,,,0.007993659573581455,-0.10373124628707597,1.3132234927318507,0.006361646193319398,-0.10700277050852716,1.3074639851382055
0.028099754127151388,0.9977883861874305,,,,0.013253650774309298,-0.09235569966702052,1.313182937667353,0.012173363945138101,-0.09583001786187233,1.3078135540255724
0.03161222339304531,0.9943683420727275,,,,0.01810609307568532,-0.08339364012421781,1.3132145657617413,0.01658059655181715,-0.08654087253471815,1.3072624188100255
