Time_s,Ground_Truth_Yaw_deg,Adaptive_EKF_Yaw_deg,Basic_EKF_Yaw_deg,Mag_Norm,Dip_Angle_Error_deg,Disturbance_Flag,Lambda
0.0,,-2.147464872131355,-2.147464872131355,0.0,0.0,0,0.0
0.0035124692658939235,,-2.141486587104131,-2.1481547143975965,43.48738763792234,30.000000000000004,1,1.0
0.007024938531787847,,-2.1381536344414074,-2.148927146977411,43.58263116109665,30.000000000000004,1,1.0
0.01053740779768177,,-2.137946402656871,-2.1496608986894614,43.68246002889651,30.000000000000004,1,1.0
0.014049877063575694,,-2.1379208128482725,-2.1503677669993237,43.46768664864322,30.000000000000004,1,1.0
0.017562346329469618,,-2.1380719703545603,-2.151058202283994,43.26038032123371,30.000000000000004,1,1.0
0.02107481559536354,,-2.136702565324717,-2.151690167623701,43.32902638811198,30.000000000000004,1,1.0
0.024587284861257466,,-2.133794348019628,-2.1522313252633904,43.39883359997202,30.000000000000004,1,1.0
0.028099754127151388,,-2.1274263813768166,-2.1526671494668284,42.49237986958198,30.000000000000004,1,1.0
0.03161222339304531,,-2.117230494127058,-2.1530110572168057,41.59860558038027,30.000000000000004,1,1.0
0.035124692658939236,,-2.1103191691241836,-2.1533630637108954,43.55496078968894,30.000000000000004,1,1.0
0.03863716192483316,,-2.10667590809044,-2.15390633637679,45.5181691716133,30.000000000000004,1,1.0
0.04214963119072708,,-2.103354850573978,-2.1547518650184583,45.5181691716133,30.000000000000004,1,1.0
0.045662100456621,,-2.100221493095132,-2.155766606577505,45.5181691716133,30.000000000000004,1,1.0
0.04917456972251493,,-2.094631193679923,-2.1566845770151297,44.641263542329376,30.000000000000004,1,1.0
0.05268703898840885,,-2.0865234552236234,-2.157416504143215,43.77098233690812,30.000000000000004,1,1.0
0.056199508254302775,,-2.077465661248159,-2.1580816566029246,43.72714288589604,30.000000000000004,1,1.0
0.0597119775201967,,-2.067493311842394,-2.1587455435483527,43.68929346196323,30.000000000000004,1,1.0
0.06322444678609063,,-2.057525803401476,-2.1593702161217707,43.68929346196323,30.000000000000004,1,1.0
0.06673691605198455,,-2.0476111339044745,-2.160004267562999,43.68929346196323,30.000000000000004,1,1.0
0.07024938531787847,,-2.045034445054696,-2.160749857716109,44.12443107585952,30.000000000000004,1,1.0
0.0737618545837724,,-2.0491850893642884,-2.161576353707105,44.58629487991293,30.000000000000004,1,1.0
0.07727432384966632,,-2.0538908469695043,-2.1623648783709593,43.947421730135275,30.000000000000004,1,1.0
0.08078679311556024,,-2.0591180501079527,-2.1630664907571293,43.30873675157536,30.000000000000004,1,1.0
0.08429926238145416,,-2.064263590906557,-2.1637066864275742,43.33580665084962,30.000000000000004,1,1.0
0.08781173164734808,,-2.0693484356017415,-2.1643051795954986,43.36299265929014,30.000000000000004,1,1.0
0.091324200913242,,-2.0702992564228224,-2.164874196412663,43.90992248125367,30.000000000000004,1,1.0
0.09483667017913594,,-2.0673915853985276,-2.165455052097166,44.46611291427561,30.000000000000004,1,1.0
0.09834913944502986,,-2.066554545944389,-2.16607555888487,43.98434354726176,30.000000000000004,1,1.0
0.10186160871092378,,-2.0677243404540744,-2.1666944274332525,43.505798631933274,30.000000000000004,1,1.0
0.1053740779768177,,-2.06479546059618,-2.1672139969199824,44.13237889082491,30.000000000000004,1,1.0
0.10888654724271163,,-2.0576241420729304,-2.1675528051169874,44.770807238719264,30.000000000000004,1,1.0
0.11239901650860555,,-2.050383058707757,-2.16779475002059,44.770807238719264,30.000000000000004,1,1.0
0.11591148577449947,,-2.043343134110766,-2.168211791478677,44.770807238719264,30.000000000000004,1,1.0
0.1194239550403934,,-2.034049594675292,-2.168994280354479,43.603930073291224,30.000000000000004,1,1.0
0.12293642430628732,,-2.0220940945250985,-2.1700596579623554,42.45107681992374,30.000000000000004,1,1.0
0.12644889357218125,,-2.0140841688469258,-2.171207445899142,43.93014362681431,30.000000000000004,1,1.0
0.12996136283807516,,-2.009135419135257,-2.1723095825531025,45.4778429793155,30.000000000000004,1,1.0
0.1334738321039691,,-2.0041088859503007,-2.1733187560087543,45.4778429793155,30.000000000000004,1,1.0
