Time_s,Acc_Norm_g,Ground_Truth_Roll_deg,Ground_Truth_Pitch_deg,Adaptive_EKF_Roll_deg,Adaptive_EKF_Pitch_deg,Raw_Acc_Roll_deg,Raw_Acc_Pitch_deg
0.0,0.9948639621425006,,,-0.19702350603673432,-1.1905916200091085,1.193344480110541,-0.171120852332035
0.0035124692658939235,1.0188072551553007,,,-0.07410826196821341,-0.4725384271880851,0.8671121522987704,-0.49902345925622793
0.007024938531787847,0.9958426556008174,,,-0.04107250066863888,-0.29476379476263803,0.9964926754742676,-0.5623329117452022
0.01053740779768177,0.9919971372749011,,,-0.024140936053350517,-0.21431639998350369,1.2257175372621738,-0.42584110205406595
0.014049877063575694,1.0028355601980348,,,-0.012963180814404824,-0.16857052808091988,1.3267962347531357,-0.3640839880962535
0.017562346329469618,1.0012771165734586,,,-0.004596725263405138,-0.13912774018199936,1.1342058359888931,-0.4791382932297468
0.02107481559536354,1.0045382009813768,,,0.0021639989101550645,-0.11867679534862985,0.7082211078767846,-0.30640948029769194
0.024587284861257466,0.9988517677424095,,,0.007993659573581455,-0.10373124628707597,1.1369318394090875,-0.2565101332154451
0.028099754127151388,0.9977883861874305,,,0.013253650774309298,-0.09235569966702052,0.965777779629426,0.11084873248585797
0.03161222339304531,0.9943683420727275,,,0.01810609307568532,-0.08339364012421781,0.8019441264242084,-0.4248256081486865
0.035124692658939236,0.9947361869478937,,,0.022613171869218657,-0.0761507312848312,0.7728149922413611,-0.11352400707010459
0.03863716192483316,1.0028571505337625,,,0.026788292921585646,-0.07017931617999436,1.132508711276802,-0.8670449195956407
0.04214963119072708,0.9997630972811943,,,0.03063695355114392,-0.06520345318195336,1.1072483305937963,-0.45119849350267976
0.045662100456621,1.0061127706216195,,,0.03419864022657223,-0.061079932910961,0.7926148662248291,-0.6705333966796824
0.04917456972251493,0.9992185774577631,,,0.03764710903910186,-0.05768614541255866,1.021777079491486,-0.30804075375420875
0.05268703898840885,0.997834940521992,,,0.04118949880717804,-0.054883565182249364,1.0232111295615784,-0.45207038065150024
0.056199508254302775,1.0007506057482483,,,0.044803802106212556,-0.05256288523266105,0.9629781236259147,-0.6454882951582639
0.0597119775201967,1.002250811479731,,,0.048288586863569724,-0.050647527170475715,0.9615363846898259,-0.6445220638442277
