Time_s,Acc_Norm_g,Ground_Truth_Roll_deg,Ground_Truth_Pitch_deg,Adaptive_EKF_Roll_deg,Adaptive_EKF_Pitch_deg,Raw_Acc_Roll_deg,Raw_Acc_Pitch_deg
0.0,1.007911761349474,-1.9350498140198267,1.4574759587426172,1.343170054585921,1.8886655043082026,-1.8273860491477905,1.4261159497484686
0.0035124692658939235,1.0114002278616614,-2.0261166011685785,1.3393005139773717,0.5271700255426567,0.7538496192698396,-1.821239473963233,1.613939403419306
0.007024938531787847,1.0206603416564761,-2.0545442894988835,1.3055655477444001,0.32123193489489105,0.47534474180540853,-1.86078154530564,1.4588548823895073
0.01053740779768177,0.9950176544587931,-2.067023339981939,1.291575815501298,0.22497290825904318,0.3510376803668425,-3.0619472781090207,1.191082820568748
0.014049877063575694,1.0072214170416536,-2.0734705058203873,1.2849532169571538,0.16772808882349272,0.2815594461285266,-2.301424314316626,1.449862548523027
0.017562346329469618,1.0099581888695284,-2.0776369631947045,1.2806372105583557,0.12883556472680652,0.2377499498473352,-2.0223384422146173,1.2529285189972588
0.02107481559536354,1.0180396721460856,-2.0799085295454427,1.2772229494904999,0.100113823955974,0.20797803763297149,-2.361405862642989,1.3556092787457146
0.024587284861257466,1.0089373659491352,-2.0815368652809974,1.2746671118891844,0.07758802618813297,0.18677351216835372,-1.8539723979781775,1.4473961715699475
0.028099754127151388,1.0166406622637734,-2.0813308479921355,1.2751581878008065,0.059089464964550496,0.17116400644433438,-1.8679224691933147,1.1657460549218681
0.03161222339304531,1.0188284515099408,-2.080748963882006,1.2761923234170929,0.04331346164873115,0.15935937496209512,-2.3874278536824916,0.994444044867509
0.035124692658939236,1.015164941664729,-2.08241376899793,1.2757354999077548,0.029410806179165496,0.15027962853996743,-2.453032700753367,1.4949928414389728
0.03863716192483316,0.9942366532759925,-2.085884673804859,1.2740648022190146,0.016939586392983964,0.14323360771169535,-1.9678452516593992,1.3304063728588253
0.04214963119072708,1.006019671600236,-2.088613051058092,1.2729706471473738,0.005675768438616035,0.1377429446085785,-1.8023578383899632,1.4800903827809098
0.045662100456621,1.0098001816803723,-2.08830091985308,1.2740308328245291,-0.00457716586444009,0.1334037083284222,-1.9939737294117184,0.8103307124459196
0.04917456972251493,0.9991237091315578,-2.0879062511258653,1.275173685928973,-0.014015985120974172,0.12991587935546722,-2.0442062435295822,1.1574983681597717
0.05268703898840885,1.018236173227976,-2.0908032894035933,1.273619508363532,-0.022866464714456712,0.127209969219473,-1.9214436275822189,1.3271954788907048
0.056199508254302775,1.0022465178364062,-2.094528125023846,1.271427198268786,-0.03134613275045742,0.12529281624045466,-2.39840577543467,1.0966934216786812
0.0597119775201967,1.002435668830443,-2.0969765977189665,1.2704179339999078,-0.03959825533063587,0.12409654779072851,-1.6714547235946429,1.4567858547788328
0.06322444678609063,1.0178446914076862,-2.09763163800971,1.271029813968352,-0.04761917242313982,0.12345375184238484,-2.113785565152232,1.2995433780796217
0.06673691605198455,1.0068801016560365,-2.098040989539534,1.2718119691580727,-0.05534307837771201,0.1231572106107583,-1.9145634682354005,1.2282908532475718
0.07024938531787847,0.9971311738351607,-2.0919971666166464,1.27688849970211,-0.06278500376696802,0.12306918502796378,-2.3537063807938394,1.637041291696219
0.0737618545837724,0.9949760648000003,-2.0859320296525476,1.281979192449234,-0.07002019227246203,0.12313322970110206,-2.191465097609209,1.5541473452274117
0.07727432384966632,1.0009882850247525,-2.0884754684176605,1.28009427670286,-0.0771437614666826,0.12337299901273814,-1.8111840250921025,1.1553419629087611
0.08078679311556024,1.0077520035232916,-2.095600280810205,1.2744968370711451,-0.08417066101031274,0.12377977277248214,-2.915404956107957,1.5344396492458683
